id,track,track_label,rank,name,tagline,stack,mvp,wow,useful,easy,source,source_url,demo_url,radar_case_url,reviewed_on
"fun-1","fun","最好玩的项目",1,"AI 小镇 / NPC 社交游戏","一张小地图，几个会记忆、聊天、行动的 AI 角色。","Next.js | Convex | LLM | Canvas","先做 3 个角色、1 个场景、10 条记忆；角色每天自动生成一段小剧情。",97,66,68,"AI Town","https://github.com/a16z-infra/ai-town","https://www.convex.dev/ai-town","https://radar.lyihub.com/projects/ai-town.html","2026-07-12"
"fun-2","fun","最好玩的项目",2,"手势控制小游戏 / 手势乐器","摄像头识别手势，用手掌控制游戏、节奏和音效。","MediaPipe | Tone.js | Phaser","握拳暂停，张手发射，左右移动控制音高；5 分钟就能感到魔法发生。",94,58,74,"Hand Tracking Demo","https://github.com/collidingScopes/threejs-handtracking-101","https://collidingscopes.github.io/threejs-handtracking-101/","","2026-07-12"
"fun-3","fun","最好玩的项目",3,"节点式视觉实验室","像搭积木一样连节点，生成海报、动效和可交互图形。","Graphite | WASM | Node Graph","先复刻一个节点画布：形状、颜色、噪声和导出四个节点能连起来。",93,70,54,"Graphite","https://github.com/GraphiteEditor/Graphite","https://graphite.art","","2026-07-12"
"fun-4","fun","最好玩的项目",4,"浏览器里的迷你音频工作站","上传一段音频，剪切、变声、循环采样，直接导出。","Web Audio | Waveform | IndexedDB","做波形预览、片段裁切、三种效果器和本地保存。",91,72,62,"AudioMass","https://github.com/pkalogiros/AudioMass","https://audiomass.co","","2026-07-12"
"fun-5","fun","最好玩的项目",5,"物理沙盒 / 像素炼金术","沙子、水、火、植物互相反应，几行规则就能长出一个小宇宙。","Rust/WASM | Canvas | Cellular","先做 8 种材料、画笔、暂停/单步和分享种子。",90,45,60,"Sandspiel","https://github.com/MaxBittker/sandspiel","https://sandspiel.club","","2026-07-12"
"fun-6","fun","最好玩的项目",6,"浏览器现场视觉合成器","输入一行代码，画面跟着音乐和节奏实时变形。","Hydra | WebGL | Web Audio","做 6 个 preset、BPM 控制、录屏导出和随机视觉按钮。",89,52,57,"Hydra","https://github.com/hydra-synth/hydra","https://hydra.ojack.xyz","","2026-07-12"
"fun-7","fun","最好玩的项目",7,"生成式海报 / 壁纸工厂","滑动几个参数，就能生成一张有自己审美的海报。","p5.js | Tweakpane | Canvas","做 6 个参数、3 套版式、PNG 导出和随机种子复现。",89,61,82,"p5Catalyst Demo","https://multitude-amsterdam.github.io/p5Catalyst/","","","2026-07-12"
"fun-8","fun","最好玩的项目",8,"多人涂鸦白板游戏","多人同时画画、投票、猜词，适合朋友局和团队破冰。","tldraw | PartyKit | Realtime","先做一个房间码、实时画布、倒计时和投票按钮。",86,57,70,"tldraw","https://github.com/tldraw/tldraw","https://www.tldraw.com","","2026-07-12"
"fun-9","fun","最好玩的项目",9,"24 小时人生拨盘","把一天做成一个可拖拽的圆盘，看见时间正在流向哪里。","SVG | LocalStorage | Charts","拖拽分配睡眠、工作、娱乐和学习；自动生成日复盘。",82,76,80,"Linear Clock Lab","https://github.com/jm5k/jm5k.github.io","https://linearclocklab.com/","","2026-07-12"
"fun-10","fun","最好玩的项目",10,"产品发布短片生成器","给截图、脚本和几个镜头，让代码代理自动合成发布视频。","Remotion | LLM | Video","上传 3 张截图，自动生成字幕、镜头运动和 30 秒 MP4。",84,67,46,"Montage","https://github.com/simplexlabs/montage","","","2026-07-12"
"fun-11","fun","最好玩的项目",11,"手绘风白板 / 灵感草图板","把流程、脑暴、路线图画成手绘质感，可分享也可协作。","Excalidraw | SVG | Realtime","做无限画布、三种图形、文本贴纸和一键分享链接。",85,75,72,"Excalidraw","https://github.com/excalidraw/excalidraw","https://excalidraw.com","","2026-07-12"
"fun-12","fun","最好玩的项目",12,"3D 房间 / 作品集小宇宙","把个人主页做成可走动的 3D 房间，每个物件都是一个链接。","Three.js | GLTF | Pointer","放 6 个模型、键盘移动、点击物件打开项目卡。",92,64,45,"Room Portfolio","https://github.com/AT010303/Room_Portfolio","","","2026-07-12"
"fun-13","fun","最好玩的项目",13,"WebGL 流体玩具","鼠标一划就像墨水在水里散开，适合做背景、封面和装置。","WebGL | Shaders | Canvas","做流体画布、颜色切换、截图导出和移动端触摸。",88,48,56,"WebGL Fluid","https://github.com/PavelDoGreat/WebGL-Fluid-Simulation","https://paveldogreat.github.io/WebGL-Fluid-Simulation/","","2026-07-12"
"fun-14","fun","最好玩的项目",14,"算法节奏乐队","用短短几行 pattern 生成鼓点、旋律和循环音乐。","Strudel | Web Audio | Live Coding","做四轨循环、BPM 控制、录音和分享 pattern。",87,53,61,"Strudel REPL","https://strudel.cc/","","","2026-07-12"
"fun-15","fun","最好玩的项目",15,"浏览器合成器面板","旋钮、键盘、波形和效果器都在网页里，调参就出声。","Tone.js | Web MIDI | Canvas","做一个双振荡器合成器，支持键盘弹奏、滤波和 delay。",84,62,67,"JSS-01 Synthesizer","https://github.com/michaelkolesidis/javascript-software-synthesizer","https://jss.michaelkolesidis.com","","2026-07-12"
"fun-16","fun","最好玩的项目",16,"2D 闯关小游戏","用地图、角色、碰撞和道具做一关能玩的横版小游戏。","Phaser | Tilemap | Sprites","做一个地图、一种敌人、三枚金币和终点门。",83,49,73,"Phaser Platformer","https://github.com/remarkablegames/phaser-platformer","https://remarkablegames.org/phaser-platformer/","","2026-07-12"
"fun-17","fun","最好玩的项目",17,"街机风小游戏原型机","用更轻量的游戏库，快速做出弹幕、跳跃或收集类 demo。","KAPLAY | JavaScript | Sprites","做一个 60 秒挑战关，支持分数、失败和重新开始。",82,47,78,"KAPLAY","https://github.com/kaplayjs/kaplay","","","2026-07-12"
"fun-18","fun","最好玩的项目",18,"物理弹球 / 多米诺实验","让球、方块、弹簧和重力自己演戏，特别适合做小游戏机制。","Matter.js | Canvas | Physics","做一个弹球台：挡板、碰撞音效、计分和重力滑杆。",82,50,70,"JavaScript Physics","https://github.com/lonekorean/javascript-physics","https://lonekorean.github.io/javascript-physics/","","2026-07-12"
"fun-19","fun","最好玩的项目",19,"拖拽式海报编辑器","图片、文字、贴纸、滤镜都能拖拽摆放，最后导出 PNG。","Fabric.js | Canvas | Export","做图层、拖拽缩放、对齐线和一键导出。",80,78,64,"vue-fabric-editor","https://github.com/ikuaitu/vue-fabric-editor","https://ikuaitu.github.io/doc/#/","","2026-07-12"
"fun-20","fun","最好玩的项目",20,"代码动画课件","用动画框架和时间轴生成解释课件，适合做技术视频和课程图解。","Motion Canvas | TypeScript | Timeline","做一个排序算法动画，带字幕、暂停点和导出。",81,73,52,"Motion Canvas","https://github.com/motion-canvas/motion-canvas","https://motioncanvas.io","","2026-07-12"
"fun-21","fun","最好玩的项目",21,"React 视频渲染工厂","用 React 视频框架把组件渲染成视频，自动生成开场、字幕和产品演示。","Remotion | React | FFmpeg","用数据生成 5 个镜头，导出一支 15 秒产品短片。",83,74,55,"Remotion","https://github.com/remotion-dev/remotion","https://www.remotion.dev/","","2026-07-12"
"fun-22","fun","最好玩的项目",22,"节点流程玩具","参考 React Flow 示例做拖线流程画布，天然适合可视化 AI agent。","React Flow | Nodes | Edges","实现输入、处理、输出三类节点，支持保存和重放。",78,82,68,"React Flow Example Apps","https://github.com/xyflow/react-flow-example-apps","https://reactflow.dev/examples","","2026-07-12"
"fun-23","fun","最好玩的项目",23,"文本生成图表魔法","用户写几行文字，就能生成流程图、时序图和项目路线图。","Mermaid | Markdown | Export","做编辑器、实时预览、主题切换和 PNG/SVG 导出。",76,84,78,"Mermaid Live Editor","https://github.com/mermaid-js/mermaid-live-editor","https://mermaid.live","","2026-07-12"
"fun-24","fun","最好玩的项目",24,"数据可视化玩具箱","把 CSV 拖进可视化工具，快速试气泡图、桑基图、时间线和关系图。","RAWGraphs | CSV | Charts","上传一份表格，选 3 种图表，调字段映射并导出 SVG/PNG。",79,81,58,"RAWGraphs","https://github.com/rawgraphs/rawgraphs-app","https://app.rawgraphs.io/","","2026-07-12"
"fun-25","fun","最好玩的项目",25,"手绘风 UI 组件参考","一组手绘质感 Web 组件参考，适合快速做 wireframe、草稿原型和趣味控件。","Rough.js | SVG | Canvas","先挑按钮、输入框、卡片和开关四类组件，做成一个可复用的草稿风组件页。",75,67,80,"Wired Elements","https://github.com/rough-stuff/wired-elements","https://wiredjs.com","","2026-07-12"
"fun-26","fun","最好玩的项目",26,"浏览器 3D 小展厅 / A-Frame 示例","先用普通浏览器搭一个能走动的 3D 展厅，再把 WebXR 当作可选增强。","A-Frame | Three.js | 3D Assets","做一间展厅、五件展品、说明牌和第一人称漫游；确认桌面端可见后再考虑手机 XR。",84,55,66,"A-Frame Examples","https://github.com/aframevr/aframe","https://aframe.io/examples/","","2026-07-12"
"fun-27","fun","最好玩的项目",27,"像素 / 粒子编辑器","用现成粒子编辑器调出火花、烟雾和像素舞台，再把配置接进自己的页面。","PixiJS | Particles | Sprites","先用编辑器调出 3 个粒子 preset，再接入一个 PixiJS 画布页面。",84,56,62,"Pixi Particle Editor","https://userland.pixijs.io/particle-emitter-editor/","","","2026-07-12"
"fun-28","fun","最好玩的项目",28,"React 3D 产品模型参考","参考一个 React Three Fiber 产品模型源码，先做本地旋转、热点和动画解释。","React Three Fiber | Three.js | GLTF","先在本地展示一个模型，做 4 个热点、光照切换和截图按钮。",82,76,50,"3D Product Configurator Source","https://github.com/Madewill/3d-product-configurator","","","2026-07-12"
"fun-29","fun","最好玩的项目",29,"字体扭曲效果库","一个老牌 WebGL 字体效果库参考，适合做标题封面、动态字效和海报灵感。","Blotter | GLSL | Typography","先复刻 3 种标题效果，支持改字、换色和截图导出。",78,61,59,"Blotter","https://github.com/bradley/Blotter","https://blotter.js.org","","2026-07-12"
"fun-30","fun","最好玩的项目",30,"周末游戏引擎原型","用 Godot 官方示例在本地引擎里做一个可导出网页的 2D/3D 小游戏切片。","Godot | GDScript | Web Export","做一个完整循环：开始、玩法、失败、胜利、导出网页。",80,60,57,"Godot Demo Projects","https://github.com/godotengine/godot-demo-projects","","","2026-07-12"
"useful-1","useful","最好用的项目",1,"个人 AI 工作台","统一聊天、文件问答、网页总结和日常工具调用。","Open WebUI | RAG | Local LLM","先接一个模型，支持上传 PDF，回答时附来源片段。",79,98,65,"Open WebUI","https://github.com/open-webui/open-webui","","","2026-07-12"
"useful-2","useful","最好用的项目",2,"自动化工作流中枢","把表单、邮件、表格、AI 总结和提醒串成一条自动流水线。","n8n | Webhook | AI Tools","先做一个「收到链接 → 摘要 → 写进表格 → 发通知」流程。",86,97,66,"n8n","https://github.com/n8n-io/n8n","","https://radar.lyihub.com/projects/n8n-workflow.html","2026-07-12"
"useful-3","useful","最好用的项目",3,"信息雷达 / 周报机器人","自动扫描 Product Hunt、HN、GitHub 和 RSS，整理成可发布周报。","Vercel Cron | RSS | LLM","每日抓 30 条链接，去重、打分、生成 5 条推荐。",82,96,72,"agents-radar","https://github.com/duanyytop/agents-radar","","","2026-07-12"
"useful-4","useful","最好用的项目",4,"收藏夹 + AI 阅读收件箱","网页、PDF、视频链接统一收藏，自动归档、摘要和全文保存。","Linkwarden | Crawler | RAG","浏览器扩展收藏链接，抓正文，生成一句摘要和三个标签。",77,94,70,"Linkwarden","https://github.com/linkwarden/linkwarden","","","2026-07-12"
"useful-5","useful","最好用的项目",5,"票据合同 OCR 文档库","把合同、发票、截图变成可搜索、可标签化的资料库。","OCR | Postgres | Search","图片/PDF 上传、OCR 文本、标签、全文搜索。",73,94,63,"paperless-ngx","https://github.com/paperless-ngx/paperless-ngx","","","2026-07-12"
"useful-6","useful","最好用的项目",6,"私人相册 + AI 搜索","找照片不再翻一年相册，直接搜地点、人物、事件和画面。","Image Search | Object Tags | Storage","本地上传 200 张照片，自动生成标签和按月浏览。",76,91,59,"Immich","https://github.com/immich-app/immich","","","2026-07-12"
"useful-7","useful","最好用的项目",7,"个人财务 / 订阅管理器","看清每月钱去了哪里，自动提醒快到期的订阅。","CSV Import | Charts | Reminders","导入账单 CSV，识别订阅，生成月度支出图。",68,90,78,"Actual Budget","https://github.com/actualbudget/actual","","","2026-07-12"
"useful-8","useful","最好用的项目",8,"PDF 万能工具箱","合并、压缩、签名、OCR、转图片，所有 PDF 小活都在本地跑。","Stirling PDF | Docker | OCR","做一个上传区，支持合并、压缩、加水印和转图片四个按钮。",71,89,74,"Stirling PDF","https://github.com/Stirling-Tools/Stirling-PDF","","","2026-07-12"
"useful-9","useful","最好用的项目",9,"服务健康监控面板","把网站、接口、自动化脚本都放进一个会报警的状态页。","Uptime Kuma | Status Page | Alerts","监控 5 个 URL，失败时发邮件/Telegram，并生成公开状态页。",69,88,79,"Uptime Kuma","https://github.com/louislam/uptime-kuma","","","2026-07-12"
"useful-10","useful","最好用的项目",10,"食谱 + 购物清单 + 冰箱库存","复制菜谱链接，自动拆成采购清单，顺手管理库存。","Recipe Parser | Checklist | PWA","菜谱粘贴、食材提取、购物清单勾选、常买项记忆。",70,87,76,"Mealie","https://github.com/mealie-recipes/mealie","","","2026-07-12"
"useful-11","useful","最好用的项目",11,"闪念备忘录 / 个人微博","像发微博一样记录想法、链接、截图和今日碎片。","Memos | Markdown | Tags","做快速输入、标签、日历视图和全文搜索。",65,86,82,"Memos","https://github.com/usememos/memos","","","2026-07-12"
"useful-12","useful","最好用的项目",12,"Bookmark Everything 档案馆","链接、图片、笔记全收藏，并用 AI 自动打标签。","Karakeep | AI Tags | Full Text","浏览器收藏 50 条链接，自动抓取正文、截图和标签。",73,88,69,"Karakeep","https://github.com/karakeep-app/karakeep","","","2026-07-12"
"useful-13","useful","最好用的项目",13,"本地 Notion 式工作台","项目、文档、任务和数据库放在一个可离线的工作空间。","AppFlowy | Kanban | Docs","做一个项目空间：文档、任务看板、数据库和 AI 摘要。",72,88,60,"AppFlowy","https://github.com/AppFlowy-IO/AppFlowy","","","2026-07-12"
"useful-14","useful","最好用的项目",14,"白板 + 知识库混合空间","既能写文档，也能用白板整理关系和思路。","AFFiNE | Canvas | Docs","做一个选题工作区：资料页、白板、任务区互相引用。",76,86,58,"AFFiNE","https://github.com/toeverything/AFFiNE","","","2026-07-12"
"useful-15","useful","最好用的项目",15,"双链知识库 / 学习卡片","把读书笔记、会议纪要和灵感连成可回溯的知识网络。","Logseq | Markdown | Graph","做每日笔记、双链引用、标签图谱和复习清单。",68,87,67,"Logseq","https://github.com/logseq/logseq","","","2026-07-12"
"useful-16","useful","最好用的项目",16,"团队 Wiki / SOP 中心","把流程、模板、账号说明和 FAQ 整理成团队知识库。","Outline | Markdown | Search","搭一个空间，录入 20 篇 SOP，支持权限和搜索。",64,89,71,"Outline","https://github.com/outline/outline","","","2026-07-12"
"useful-17","useful","最好用的项目",17,"私人手册站","像一本内部百科，把生活、项目和工具说明分层管理。","BookStack | Pages | Permissions","建立 3 本书、10 个章节、搜索和公开分享。",62,86,75,"BookStack","https://github.com/BookStackApp/BookStack","","","2026-07-12"
"useful-18","useful","最好用的项目",18,"开源文档协作站","给小团队做一个轻量版 Confluence，写需求、规范和复盘。","Docmost | Docs | Realtime","做一个团队空间、模板库、评论和权限。",66,88,68,"Docmost","https://github.com/docmost/docmost","","","2026-07-12"
"useful-19","useful","最好用的项目",19,"无代码数据库后台","把表格变成数据库和内部工具，适合做运营台账。","NocoDB | Database | Forms","把 CSV 导入成数据库，做表单、视图和筛选。",69,90,74,"NocoDB","https://github.com/nocodb/nocodb","","","2026-07-12"
"useful-20","useful","最好用的项目",20,"表格数据库 / 小型 CRM","用 Airtable 式表格管理客户、项目、报价和内容排期。","Baserow | Tables | Automation","搭 4 张表：客户、项目、任务、报价，并加自动提醒。",67,88,73,"Baserow","https://github.com/baserow/baserow","","","2026-07-12"
"useful-21","useful","最好用的项目",21,"内部工具搭建器","拖拽表格、按钮、表单和自动化，做一个自己的运营后台。","Budibase | Forms | Automations","做一个商单排期后台，支持新建、筛选、状态变更。",70,89,65,"Budibase","https://github.com/Budibase/budibase","","","2026-07-12"
"useful-22","useful","最好用的项目",22,"私人知识问答库","把本地文件、网页和笔记接入一个能追问的 AI 助手。","AnythingLLM | RAG | Workspaces","创建 3 个资料库，上传文件并按空间回答问题。",76,91,67,"AnythingLLM","https://github.com/Mintplex-Labs/anything-llm","","","2026-07-12"
"useful-23","useful","最好用的项目",23,"AI 应用工作流平台","把提示词、知识库、工具调用和发布入口做成可复用应用。","Dify | Agents | Workflow","做一个选题助手：输入链接，输出摘要、角度和标题。",78,92,63,"Dify","https://github.com/langgenius/dify","","","2026-07-12"
"useful-24","useful","最好用的项目",24,"可视化 Agent 编排器","用节点方式搭聊天机器人、检索链和工具调用流程。","Flowise | LangChain | Nodes","拖一个 RAG 流程：输入、检索、LLM、输出四个节点。",75,89,66,"Flowise","https://github.com/FlowiseAI/Flowise","","","2026-07-12"
"useful-25","useful","最好用的项目",25,"深度 RAG 文档助手","给大量 PDF、网页和表格做检索增强问答。","RAGFlow | OCR | Agents","导入 20 份 PDF，支持引用来源和多轮追问。",73,91,54,"RAGFlow","https://github.com/infiniflow/ragflow","","","2026-07-12"
"useful-26","useful","最好用的项目",26,"网页抓取 / 资料管道","把网页变成干净 Markdown，供周报、知识库和 AI 流程使用。","Firecrawl | Markdown | Crawler","输入 URL 列表，抓正文、去重、转摘要并导出。",72,90,62,"Firecrawl","https://github.com/firecrawl/firecrawl","","","2026-07-12"
"useful-27","useful","最好用的项目",27,"私人元搜索引擎","聚合多个搜索源，不追踪、不广告，适合当资料入口。","SearXNG | Docker | Search","部署搜索页，配置 5 个引擎，保存常用查询。",66,86,70,"SearXNG","https://github.com/searxng/searxng","","","2026-07-12"
"useful-28","useful","最好用的项目",28,"跨设备文件同步","电脑、NAS、手机之间自动同步文件，不依赖网盘。","Syncthing | P2P | Folders","同步两个文件夹，设置忽略规则和冲突提示。",64,88,73,"Syncthing","https://github.com/syncthing/syncthing","","","2026-07-12"
"useful-29","useful","最好用的项目",29,"家庭密码库","自托管密码管理，给自己和家人统一保存账号。","Vaultwarden | Bitwarden | Docker","部署服务、创建家庭组织、导入密码并启用 2FA。",62,92,69,"Vaultwarden","https://github.com/dani-garcia/vaultwarden","","","2026-07-12"
"useful-30","useful","最好用的项目",30,"财务火控仪表盘","把账户、预算、账单和财务规则做成更完整的个人系统。","Firefly III | Budgets | Rules","导入账单，自动分类，做预算、标签和月报。",63,89,58,"Firefly III","https://github.com/firefly-iii/firefly-iii","","","2026-07-12"
"hardware-1","hardware","最好搓的项目",1,"ESP32 电子墨水日历牌","一块低功耗屏，放在桌面显示日程、天气、待办和提醒。","ESP32 | E-paper | ESPHome","每 30 分钟刷新一次天气和今日待办，晚上自动低功耗。",90,91,73,"LilyGo ESPHome Calendar","https://github.com/AppForce1/lilygo-t5-47-plus-esphome","","https://radar.lyihub.com/projects/esp32-eink-calendar.html","2026-07-12"
"hardware-2","hardware","最好搓的项目",2,"WLED 音乐律动灯","用手机网页控制灯带，让房间跟音乐一起动起来。","ESP32 | LED Strip | WLED","三种氛围场景、一个音乐模式、一个睡前暖光模式。",92,69,80,"WLED","https://github.com/wled/WLED","","","2026-07-12"
"hardware-3","hardware","最好搓的项目",3,"Magic Mirror 智能镜子","Raspberry Pi + 半透镜，把镜子变成家庭信息面板。","Raspberry Pi | MagicMirror | Modules","天气、日历、新闻、倒计时四个模块先跑起来。",93,82,61,"MagicMirror","https://github.com/MagicMirrorOrg/MagicMirror","","","2026-07-12"
"hardware-4","hardware","最好搓的项目",4,"Meshtastic 离线通讯节点","两块 LoRa 小板就能组一个不用手机信号的文字通讯网。","LoRa | ESP32 | Meshtastic","两台设备互发消息，网页地图显示节点位置，再加一个频道名。",91,76,62,"Meshtastic","https://github.com/meshtastic/firmware","","","2026-07-12"
"hardware-5","hardware","最好搓的项目",5,"QMK 宏键盘 / 工作流控制台","几颗按键完成截图、发提示词、开工具、切场景。","QMK | USB HID | 3D Print","6 个键：截图、录音、打开项目、切窗口、提交、部署。",84,88,67,"QMK","https://github.com/qmk/qmk_firmware","","","2026-07-12"
"hardware-6","hardware","最好搓的项目",6,"本地 AI 摄像头门铃","门口摄像头本地识别人、车和包裹，只把重要事件推给你。","Frigate | Coral TPU | Home Assistant","先接一支摄像头，识别人形事件，保存 10 秒片段并推送。",87,89,44,"Frigate","https://github.com/blakeblackshear/frigate","","","2026-07-12"
"hardware-7","hardware","最好搓的项目",7,"小智 ESP32 AI 语音终端","一块小板、一只喇叭和麦克风，做成可对话的桌面 AI 伙伴。","ESP32 | MCP | Speech","按键唤醒、语音问答、调用一个本地工具，再在屏幕上显示回复。",89,80,52,"xiaozhi-esp32","https://github.com/78/xiaozhi-esp32","","","2026-07-12"
"hardware-8","hardware","最好搓的项目",8,"Tasmota 家电控制台","把插座、灯、传感器刷成统一固件，搭一个完全本地的控制面板。","Tasmota | MQTT | Web UI","先接一个智能插座，网页开关、定时规则和功耗曲线跑起来。",78,86,63,"Tasmota","https://github.com/arendst/Tasmota","","","2026-07-12"
"hardware-9","hardware","最好搓的项目",9,"Pi-hole 家庭网络护城河","一台 Raspberry Pi 变成全家的广告拦截、DNS 和网络统计中心。","Raspberry Pi | Pi-hole | DNS","接管家庭 DNS，显示今日拦截数，再加常用域名白名单。",74,90,71,"Pi-hole","https://github.com/pi-hole/pi-hole","","","2026-07-12"
"hardware-10","hardware","最好搓的项目",10,"智能植物监测器","湿度、温度、光照和缺水提醒，让桌面植物更容易活。","ESP32 | Sensors | Home Assistant","土壤湿度低于阈值时亮灯，并推送一条提醒。",78,81,77,"Soil Moisture Sensor","https://github.com/bicycleboy/yet-another-soil-moisture-sensor","","","2026-07-12"
"hardware-11","hardware","最好搓的项目",11,"ESPHome 全屋传感器平台","用 YAML 把温湿度、人体、门磁和灯控接进家庭自动化。","ESPHome | ESP32 | YAML","做一个温湿度节点，接入 Home Assistant 并显示历史曲线。",76,90,75,"ESPHome","https://github.com/esphome/esphome","","","2026-07-12"
"hardware-12","hardware","最好搓的项目",12,"Home Assistant 家庭中枢","把灯、门锁、传感器、摄像头和自动化统一管理。","Home Assistant | Integrations | Dashboard","接入 5 个设备，做一个早安/晚安自动化和手机面板。",80,94,57,"Home Assistant","https://github.com/home-assistant/core","","","2026-07-12"
"hardware-13","hardware","最好搓的项目",13,"OpenMQTTGateway 万能网关","把蓝牙、433MHz、红外等设备信号转换成 MQTT。","MQTT | RF | ESP32","读取一个蓝牙温度计和一个 433 遥控器，发布到 MQTT。",77,86,56,"OpenMQTTGateway","https://github.com/1technophile/OpenMQTTGateway","","","2026-07-12"
"hardware-14","hardware","最好搓的项目",14,"Zigbee2MQTT 设备桥","让 Zigbee 传感器不依赖厂商网关，直接接入本地系统。","Zigbee | MQTT | Coordinator","配对一个门磁和一个按钮，触发灯光或通知。",76,88,54,"Zigbee2MQTT","https://github.com/Koenkk/zigbee2mqtt","","","2026-07-12"
"hardware-15","hardware","最好搓的项目",15,"ESP32-CAM 口袋摄像头","几十块钱的小板做延时摄影、门口观察或宠物相机。","ESP32-CAM | MJPEG | Storage","网页实时预览，按按钮拍照，并保存最近 20 张。",82,75,62,"ESP32 Cam Webserver","https://github.com/easytarget/esp32-cam-webserver","","","2026-07-12"
"hardware-16","hardware","最好搓的项目",16,"ESPresense 房间定位","用蓝牙信号判断人在客厅、卧室还是书房。","ESP32 | BLE | Presence","部署两个节点，识别手机/手环所在房间并触发自动化。",79,84,57,"ESPresense","https://github.com/ESPresense/ESPresense","","","2026-07-12"
"hardware-17","hardware","最好搓的项目",17,"Marlin 3D 打印机固件","给 3D 打印机刷开源固件，理解温控、步进和限位。","Marlin | Firmware | 3D Printer","编译固件，配置主板、热床、喷头和自动调平。",76,82,43,"Marlin","https://github.com/MarlinFirmware/Marlin","","","2026-07-12"
"hardware-18","hardware","最好搓的项目",18,"Klipper 高速打印控制器","Raspberry Pi 负责运动控制，让 3D 打印更快更稳。","Klipper | Raspberry Pi | Printer","接入一台打印机，完成校准、压力提前和输入整形。",79,84,42,"Klipper","https://github.com/Klipper3d/klipper","","","2026-07-12"
"hardware-19","hardware","最好搓的项目",19,"OctoPrint 打印机监控台","远程上传模型、看摄像头、暂停打印和查看进度。","OctoPrint | Raspberry Pi | Webcam","网页上传 G-code，接摄像头，做打印完成通知。",73,85,66,"OctoPrint","https://github.com/OctoPrint/OctoPrint","","","2026-07-12"
"hardware-20","hardware","最好搓的项目",20,"ZMK 无线机械键盘","低功耗蓝牙键盘固件，适合分体键盘和便携键盘。","ZMK | Bluetooth | Keymap","配置 36 键布局、蓝牙配对、双层快捷键。",77,83,52,"ZMK","https://github.com/zmkfirmware/zmk","","","2026-07-12"
"hardware-21","hardware","最好搓的项目",21,"KMK CircuitPython 键盘","用 Python 写键盘固件，更适合快速改键和实验。","KMK | CircuitPython | HID","做一个 4 键小键盘，支持旋钮、宏和层切换。",75,82,66,"KMK","https://github.com/KMKfw/kmk_firmware","","","2026-07-12"
"hardware-22","hardware","最好搓的项目",22,"OpenSprinkler 智能浇灌","根据时间、天气和湿度控制花园或阳台浇水。","OpenSprinkler | Valves | Weather","控制一路水阀，设置日程和下雨跳过规则。",74,84,49,"OpenSprinkler","https://github.com/OpenSprinkler/OpenSprinkler-Firmware","","","2026-07-12"
"hardware-23","hardware","最好搓的项目",23,"OpenAstroTracker 星空追踪器","自制赤道仪追踪星空，拍更清楚的长曝光星野。","Stepper | Arduino | Astronomy","打印结构件，驱动一步进电机，完成基础极轴校准。",88,68,35,"OpenAstroTracker","https://github.com/OpenAstroTech/OpenAstroTracker-Firmware","","","2026-07-12"
"hardware-24","hardware","最好搓的项目",24,"SmartKnob 触感旋钮","一个带屏幕和力反馈的旋钮，可以控制音量、灯光和时间线。","ESP32 | Motor | Display","做音量旋钮、模式切换、屏幕显示和阻尼反馈。",90,78,37,"SmartKnob","https://github.com/scottbez1/smartknob","","","2026-07-12"
"hardware-25","hardware","最好搓的项目",25,"ratgdo 车库门控制器","把车库门状态、本地控制和自动化接入 Home Assistant。","ESPHome | Garage | Home Assistant","读取开关状态，网页控制开关，并设置离家提醒。",72,86,50,"ratgdo","https://github.com/ratgdo/esphome-ratgdo","","","2026-07-12"
"hardware-26","hardware","最好搓的项目",26,"AirGradient 空气质量站","监测 PM2.5、CO2、温湿度，做一块家里的空气仪表盘。","AirGradient | Sensors | Dashboard","接入 CO2 和 PM2.5 传感器，显示曲线和超标提醒。",76,88,59,"AirGradient","https://github.com/airgradienthq/arduino","","","2026-07-12"
"hardware-27","hardware","最好搓的项目",27,"OpenDTU 太阳能监控","读取微型逆变器数据，看今天发了多少电。","ESP32 | Solar | MQTT","读取逆变器功率，展示实时曲线和日发电量。",73,87,48,"OpenDTU","https://github.com/tbnobody/OpenDTU","","","2026-07-12"
"hardware-28","hardware","最好搓的项目",28,"rtl_433 无线传感器雷达","用 SDR 接收温度计、门铃、轮胎压力等 433MHz 信号。","SDR | rtl_433 | MQTT","识别一个无线温度计，把数据写入 Home Assistant。",79,81,46,"rtl_433","https://github.com/merbanan/rtl_433","","","2026-07-12"
"hardware-29","hardware","最好搓的项目",29,"openHASP 墙面控制屏","旧手机或小屏变成 Home Assistant 的墙面控制面板。","openHASP | MQTT | Touchscreen","做灯光、温度、场景三个页面，并支持触摸控制。",77,85,55,"openHASP","https://github.com/HASwitchPlate/openHASP","","","2026-07-12"
"hardware-30","hardware","最好搓的项目",30,"Mainsail 3D 打印仪表盘","给 Klipper 打印机配一个更漂亮的网页控制台。","Mainsail | Klipper | Dashboard","显示温度、进度、文件列表和摄像头预览。",72,84,62,"Mainsail","https://github.com/mainsail-crew/mainsail","","","2026-07-12"
